Modelo,Threshold,PR_AUC,ROC_AUC,Precision,Recall,F1,F2,Lift_Top5pct,Recall_Top5pct,Taxa_Base,N_Teste,Violacoes_Teste
LogisticRegression_Balanced,0.95,0.21305887674382168,0.8079896688246588,0.13513513513513514,0.2564102564102564,0.17699115044247787,0.21739130434782608,7.684766214177979,0.38461538461538464,0.012757605495583905,3057,39
